Id,Time,Machine,Component,Parameter,Value
11580,2024-08-11T03:21:59.044056Z,Backhoe_Loader_1,Engine,Engine Temperature,107.72
11581,2024-08-11T03:21:59.044056Z,Backhoe_Loader_1,Engine,Engine Speed,1794.26
11582,2024-08-11T03:21:59.044056Z,Backhoe_Loader_1,Fuel,Water Fuel,1791.57
11583,2024-08-11T03:21:59.044056Z,Backhoe_Loader_1,Fuel,Fuel Temperature,404.91
11584,2024-08-11T03:21:59.044056Z,Backhoe_Loader_1,Fuel,Fuel Level,0.4
11585,2024-08-11T03:21:59.044056Z,Backhoe_Loader_1,Fuel,Fuel Pressure,29.23
11586,2024-08-11T03:21:59.044056Z,Backhoe_Loader_1,Drive,Brake Control,0.92
11587,2024-08-11T03:21:59.044056Z,Backhoe_Loader_1,Drive,Pedal Sensor,12.45
11588,2024-08-11T03:21:59.044056Z,Backhoe_Loader_1,Drive,Transmission Pressure,448.86
11589,2024-08-11T03:21:59.044056Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,13.88
11590,2024-08-11T03:21:59.044056Z,Backhoe_Loader_1,Misc,System Voltage,3.43
11591,2024-08-11T03:21:59.044056Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,368.19
11592,2024-08-11T03:21:59.044056Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,131.31
11593,2024-08-11T03:21:59.044056Z,Dozer_1,Engine,Engine Oil Pressure,73.33
11594,2024-08-11T03:21:59.044056Z,Dozer_1,Engine,Engine Temperature,107.53
11595,2024-08-11T03:21:59.044056Z,Dozer_1,Engine,Engine Speed,1798.37
11596,2024-08-11T03:21:59.044056Z,Dozer_1,Fuel,Water Fuel,1793.23
11597,2024-08-11T03:21:59.044056Z,Dozer_1,Fuel,Fuel Temperature,404.53
11598,2024-08-11T03:21:59.044056Z,Dozer_1,Fuel,Fuel Level,0.42
11599,2024-08-11T03:21:59.044056Z,Dozer_1,Fuel,Fuel Pressure,29.31
11600,2024-08-11T03:21:59.044056Z,Dozer_1,Drive,Brake Control,0.95
11601,2024-08-11T03:21:59.044056Z,Dozer_1,Drive,Pedal Sensor,12.44
11602,2024-08-11T03:21:59.044056Z,Dozer_1,Drive,Transmission Pressure,448.1
11603,2024-08-11T03:21:59.044056Z,Dozer_1,Misc,Air Filter Pressure Drop,13.97
11604,2024-08-11T03:21:59.044056Z,Dozer_1,Misc,System Voltage,3.44
11605,2024-08-11T03:21:59.044056Z,Dozer_1,Misc,Exhaust Gas Temperature,367.41
11606,2024-08-11T03:21:59.044056Z,Dozer_1,Misc,Hydraulic Pump Rate,130.64
11607,2024-08-11T03:21:59.044056Z,Crawler_Loader_1,Engine,Engine Oil Pressure,73.31
11608,2024-08-11T03:21:59.044056Z,Crawler_Loader_1,Engine,Engine Temperature,107.4
11609,2024-08-11T03:21:59.044056Z,Crawler_Loader_1,Engine,Engine Speed,1795.86
11610,2024-08-11T03:21:59.044056Z,Crawler_Loader_1,Fuel,Water Fuel,1791.13
11611,2024-08-11T03:21:59.044056Z,Crawler_Loader_1,Fuel,Fuel Temperature,404.49
11612,2024-08-11T03:21:59.044056Z,Crawler_Loader_1,Fuel,Fuel Level,0.46
11613,2024-08-11T03:21:59.044056Z,Crawler_Loader_1,Fuel,Fuel Pressure,29.38
11614,2024-08-11T03:21:59.044056Z,Crawler_Loader_1,Drive,Brake Control,0.99
11615,2024-08-11T03:21:59.044056Z,Crawler_Loader_1,Drive,Pedal Sensor,12.44
11616,2024-08-11T03:21:59.044056Z,Crawler_Loader_1,Drive,Transmission Pressure,447.74
11617,2024-08-11T03:21:59.044056Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,14.06
11618,2024-08-11T03:21:59.044056Z,Crawler_Loader_1,Misc,System Voltage,3.44
11619,2024-08-11T03:21:59.044056Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,367.36
11620,2024-08-11T03:21:59.044056Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,129.88
11621,2024-08-11T03:22:00.051982Z,Excavator_1,Engine,Engine Oil Pressure,73.25
11622,2024-08-11T03:22:00.051982Z,Excavator_1,Engine,Engine Temperature,107.1
11623,2024-08-11T03:22:00.051982Z,Excavator_1,Engine,Engine Speed,1796.03
11624,2024-08-11T03:22:00.051982Z,Excavator_1,Fuel,Water Fuel,1791.55
11625,2024-08-11T03:22:00.051982Z,Excavator_1,Fuel,Fuel Temperature,404.44
11626,2024-08-11T03:22:00.051982Z,Excavator_1,Fuel,Fuel Level,0.52
11627,2024-08-11T03:22:00.051982Z,Excavator_1,Fuel,Fuel Pressure,29.38
11628,2024-08-11T03:22:00.051982Z,Excavator_1,Drive,Brake Control,1.03
11629,2024-08-11T03:22:00.051982Z,Excavator_1,Drive,Pedal Sensor,12.42
11630,2024-08-11T03:22:00.051982Z,Excavator_1,Drive,Transmission Pressure,447.85
11631,2024-08-11T03:22:00.051982Z,Excavator_1,Misc,Air Filter Pressure Drop,14.07
11632,2024-08-11T03:22:00.051982Z,Excavator_1,Misc,System Voltage,3.45
11633,2024-08-11T03:22:00.051982Z,Excavator_1,Misc,Exhaust Gas Temperature,366.68
11634,2024-08-11T03:22:00.051982Z,Excavator_1,Misc,Hydraulic Pump Rate,129.36
11635,2024-08-11T03:22:00.051982Z,Articulated_Truck_1,Engine,Engine Oil Pressure,73.2
11636,2024-08-11T03:22:00.051982Z,Articulated_Truck_1,Engine,Engine Temperature,106.92
11637,2024-08-11T03:22:00.051982Z,Articulated_Truck_1,Engine,Engine Speed,1797.08
11638,2024-08-11T03:22:00.051982Z,Articulated_Truck_1,Fuel,Water Fuel,1790.69
11639,2024-08-11T03:22:00.051982Z,Articulated_Truck_1,Fuel,Fuel Temperature,404.15
11640,2024-08-11T03:22:00.051982Z,Articulated_Truck_1,Fuel,Fuel Level,0.54
11641,2024-08-11T03:22:00.051982Z,Articulated_Truck_1,Fuel,Fuel Pressure,29.45
11642,2024-08-11T03:22:00.051982Z,Articulated_Truck_1,Drive,Brake Control,1.04
11643,2024-08-11T03:22:00.051982Z,Articulated_Truck_1,Drive,Pedal Sensor,12.41
11644,2024-08-11T03:22:00.051982Z,Articulated_Truck_1,Drive,Transmission Pressure,447.68
11645,2024-08-11T03:22:00.051982Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,14.1
11646,2024-08-11T03:22:00.051982Z,Articulated_Truck_1,Misc,System Voltage,3.45
11647,2024-08-11T03:22:00.051982Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,366.09
11648,2024-08-11T03:22:00.051982Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,128.37
11649,2024-08-11T03:22:00.051982Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,73.17
11650,2024-08-11T03:22:00.051982Z,Backhoe_Loader_1,Engine,Engine Temperature,106.85
11651,2024-08-11T03:22:00.051982Z,Backhoe_Loader_1,Engine,Engine Speed,1797.47
11652,2024-08-11T03:22:00.051982Z,Backhoe_Loader_1,Fuel,Water Fuel,1788.92
11653,2024-08-11T03:22:00.051982Z,Backhoe_Loader_1,Fuel,Fuel Temperature,403.93
11654,2024-08-11T03:22:00.051982Z,Backhoe_Loader_1,Fuel,Fuel Level,0.55
11655,2024-08-11T03:22:00.051982Z,Backhoe_Loader_1,Fuel,Fuel Pressure,29.54
11656,2024-08-11T03:22:00.051982Z,Backhoe_Loader_1,Drive,Brake Control,1.03
11657,2024-08-11T03:22:00.051982Z,Backhoe_Loader_1,Drive,Pedal Sensor,12.41
11658,2024-08-11T03:22:00.051982Z,Backhoe_Loader_1,Drive,Transmission Pressure,448.5
11659,2024-08-11T03:22:00.051982Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,14.12
11660,2024-08-11T03:22:00.051982Z,Backhoe_Loader_1,Misc,System Voltage,3.45
11661,2024-08-11T03:22:00.051982Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,365.9
11662,2024-08-11T03:22:00.051982Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,127.38
11663,2024-08-11T03:22:00.051982Z,Dozer_1,Engine,Engine Oil Pressure,73.11
11664,2024-08-11T03:22:00.051982Z,Dozer_1,Engine,Engine Temperature,106.69
11665,2024-08-11T03:22:00.051982Z,Dozer_1,Engine,Engine Speed,1802.15
11666,2024-08-11T03:22:00.051982Z,Dozer_1,Fuel,Water Fuel,1790.39
11667,2024-08-11T03:22:00.051982Z,Dozer_1,Fuel,Fuel Temperature,403.45
11668,2024-08-11T03:22:00.051982Z,Dozer_1,Fuel,Fuel Level,0.59
11669,2024-08-11T03:22:00.051982Z,Dozer_1,Fuel,Fuel Pressure,29.57
11670,2024-08-11T03:22:00.051982Z,Dozer_1,Drive,Brake Control,1.06
11671,2024-08-11T03:22:00.051982Z,Dozer_1,Drive,Pedal Sensor,12.4
11672,2024-08-11T03:22:00.051982Z,Dozer_1,Drive,Transmission Pressure,448.44
11673,2024-08-11T03:22:00.051982Z,Dozer_1,Misc,Air Filter Pressure Drop,14.21
11674,2024-08-11T03:22:00.051982Z,Dozer_1,Misc,System Voltage,3.46
11675,2024-08-11T03:22:00.051982Z,Dozer_1,Misc,Exhaust Gas Temperature,365.12
11676,2024-08-11T03:22:00.051982Z,Dozer_1,Misc,Hydraulic Pump Rate,127.32
11677,2024-08-11T03:22:00.051982Z,Crawler_Loader_1,Engine,Engine Oil Pressure,73.05
11678,2024-08-11T03:22:00.051982Z,Crawler_Loader_1,Engine,Engine Temperature,106.3
11679,2024-08-11T03:22:00.051982Z,Crawler_Loader_1,Engine,Engine Speed,1792.72
11680,2024-08-11T03:22:00.051982Z,Crawler_Loader_1,Fuel,Water Fuel,1789.23
11681,2024-08-11T03:22:00.051982Z,Crawler_Loader_1,Fuel,Fuel Temperature,403.44
11682,2024-08-11T03:22:00.051982Z,Crawler_Loader_1,Fuel,Fuel Level,0.62
11683,2024-08-11T03:22:00.051982Z,Crawler_Loader_1,Fuel,Fuel Pressure,29.58
11684,2024-08-11T03:22:00.051982Z,Crawler_Loader_1,Drive,Brake Control,1.08
11685,2024-08-11T03:22:00.051982Z,Crawler_Loader_1,Drive,Pedal Sensor,12.38
11686,2024-08-11T03:22:00.051982Z,Crawler_Loader_1,Drive,Transmission Pressure,449.06
11687,2024-08-11T03:22:00.051982Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,14.24
11688,2024-08-11T03:22:00.051982Z,Crawler_Loader_1,Misc,System Voltage,3.46
11689,2024-08-11T03:22:00.051982Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,364.45
11690,2024-08-11T03:22:00.051982Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,126.88
11691,2024-08-11T03:22:01.057709Z,Excavator_1,Engine,Engine Oil Pressure,73.0
11692,2024-08-11T03:22:01.057709Z,Excavator_1,Engine,Engine Temperature,105.88
11693,2024-08-11T03:22:01.057709Z,Excavator_1,Engine,Engine Speed,1792.99
11694,2024-08-11T03:22:01.057709Z,Excavator_1,Fuel,Water Fuel,1791.39
11695,2024-08-11T03:22:01.057709Z,Excavator_1,Fuel,Fuel Temperature,403.14
11696,2024-08-11T03:22:01.057709Z,Excavator_1,Fuel,Fuel Level,0.64
11697,2024-08-11T03:22:01.057709Z,Excavator_1,Fuel,Fuel Pressure,29.61
11698,2024-08-11T03:22:01.057709Z,Excavator_1,Drive,Brake Control,1.09
11699,2024-08-11T03:22:01.057709Z,Excavator_1,Drive,Pedal Sensor,12.38
11700,2024-08-11T03:22:01.057709Z,Excavator_1,Drive,Transmission Pressure,449.25
11701,2024-08-11T03:22:01.057709Z,Excavator_1,Misc,Air Filter Pressure Drop,14.32
11702,2024-08-11T03:22:01.057709Z,Excavator_1,Misc,System Voltage,3.46
11703,2024-08-11T03:22:01.057709Z,Excavator_1,Misc,Exhaust Gas Temperature,364.27
11704,2024-08-11T03:22:01.057709Z,Excavator_1,Misc,Hydraulic Pump Rate,126.47
11705,2024-08-11T03:22:01.057709Z,Articulated_Truck_1,Engine,Engine Oil Pressure,72.95
11706,2024-08-11T03:22:01.057709Z,Articulated_Truck_1,Engine,Engine Temperature,105.55
11707,2024-08-11T03:22:01.057709Z,Articulated_Truck_1,Engine,Engine Speed,1795.77
11708,2024-08-11T03:22:01.057709Z,Articulated_Truck_1,Fuel,Water Fuel,1791.42
11709,2024-08-11T03:22:01.057709Z,Articulated_Truck_1,Fuel,Fuel Temperature,402.67
11710,2024-08-11T03:22:01.057709Z,Articulated_Truck_1,Fuel,Fuel Level,0.74
11711,2024-08-11T03:22:01.057709Z,Articulated_Truck_1,Fuel,Fuel Pressure,29.68
11712,2024-08-11T03:22:01.057709Z,Articulated_Truck_1,Drive,Brake Control,1.09
11713,2024-08-11T03:22:01.057709Z,Articulated_Truck_1,Drive,Pedal Sensor,12.37
11714,2024-08-11T03:22:01.057709Z,Articulated_Truck_1,Drive,Transmission Pressure,448.78
11715,2024-08-11T03:22:01.057709Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,14.35
11716,2024-08-11T03:22:01.057709Z,Articulated_Truck_1,Misc,System Voltage,3.47
11717,2024-08-11T03:22:01.057709Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,364.49
11718,2024-08-11T03:22:01.057709Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,126.4
11719,2024-08-11T03:22:01.057709Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,72.89
11720,2024-08-11T03:22:01.057709Z,Backhoe_Loader_1,Engine,Engine Temperature,105.05
11721,2024-08-11T03:22:01.057709Z,Backhoe_Loader_1,Engine,Engine Speed,1791.77
11722,2024-08-11T03:22:01.057709Z,Backhoe_Loader_1,Fuel,Water Fuel,1789.92
11723,2024-08-11T03:22:01.057709Z,Backhoe_Loader_1,Fuel,Fuel Temperature,402.3
11724,2024-08-11T03:22:01.057709Z,Backhoe_Loader_1,Fuel,Fuel Level,0.74
11725,2024-08-11T03:22:01.057709Z,Backhoe_Loader_1,Fuel,Fuel Pressure,29.7
11726,2024-08-11T03:22:01.057709Z,Backhoe_Loader_1,Drive,Brake Control,1.11
11727,2024-08-11T03:22:01.057709Z,Backhoe_Loader_1,Drive,Pedal Sensor,12.36
11728,2024-08-11T03:22:01.057709Z,Backhoe_Loader_1,Drive,Transmission Pressure,448.52
11729,2024-08-11T03:22:01.057709Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,14.37
11730,2024-08-11T03:22:01.057709Z,Backhoe_Loader_1,Misc,System Voltage,3.48
11731,2024-08-11T03:22:01.057709Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,364.1
11732,2024-08-11T03:22:01.057709Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,125.44
11733,2024-08-11T03:22:01.057709Z,Dozer_1,Engine,Engine Oil Pressure,72.79
11734,2024-08-11T03:22:01.057709Z,Dozer_1,Engine,Engine Temperature,104.57
11735,2024-08-11T03:22:01.057709Z,Dozer_1,Engine,Engine Speed,1788.6
11736,2024-08-11T03:22:01.057709Z,Dozer_1,Fuel,Water Fuel,1788.72
11737,2024-08-11T03:22:01.057709Z,Dozer_1,Fuel,Fuel Temperature,402.1
11738,2024-08-11T03:22:01.057709Z,Dozer_1,Fuel,Fuel Level,0.81
11739,2024-08-11T03:22:01.057709Z,Dozer_1,Fuel,Fuel Pressure,29.72
11740,2024-08-11T03:22:01.057709Z,Dozer_1,Drive,Brake Control,1.1
11741,2024-08-11T03:22:01.057709Z,Dozer_1,Drive,Pedal Sensor,12.35
11742,2024-08-11T03:22:01.057709Z,Dozer_1,Drive,Transmission Pressure,448.42
11743,2024-08-11T03:22:01.057709Z,Dozer_1,Misc,Air Filter Pressure Drop,14.39
11744,2024-08-11T03:22:01.057709Z,Dozer_1,Misc,System Voltage,3.48
11745,2024-08-11T03:22:01.057709Z,Dozer_1,Misc,Exhaust Gas Temperature,363.97
11746,2024-08-11T03:22:01.057709Z,Dozer_1,Misc,Hydraulic Pump Rate,124.48
11747,2024-08-11T03:22:01.057709Z,Crawler_Loader_1,Engine,Engine Oil Pressure,72.77
11748,2024-08-11T03:22:01.057709Z,Crawler_Loader_1,Engine,Engine Temperature,104.69
11749,2024-08-11T03:22:01.057709Z,Crawler_Loader_1,Engine,Engine Speed,1787.86
11750,2024-08-11T03:22:01.057709Z,Crawler_Loader_1,Fuel,Water Fuel,1787.87
11751,2024-08-11T03:22:01.057709Z,Crawler_Loader_1,Fuel,Fuel Temperature,401.84
11752,2024-08-11T03:22:01.057709Z,Crawler_Loader_1,Fuel,Fuel Level,0.89
11753,2024-08-11T03:22:01.057709Z,Crawler_Loader_1,Fuel,Fuel Pressure,29.78
11754,2024-08-11T03:22:01.057709Z,Crawler_Loader_1,Drive,Brake Control,1.08
11755,2024-08-11T03:22:01.057709Z,Crawler_Loader_1,Drive,Pedal Sensor,12.33
11756,2024-08-11T03:22:01.057709Z,Crawler_Loader_1,Drive,Transmission Pressure,448.72
11757,2024-08-11T03:22:01.057709Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,14.41
11758,2024-08-11T03:22:01.057709Z,Crawler_Loader_1,Misc,System Voltage,3.49
11759,2024-08-11T03:22:01.057709Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,364.33
11760,2024-08-11T03:22:01.057709Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,124.54
11761,2024-08-11T03:22:02.066165Z,Excavator_1,Engine,Engine Oil Pressure,72.69
11762,2024-08-11T03:22:02.066165Z,Excavator_1,Engine,Engine Temperature,104.53
11763,2024-08-11T03:22:02.066165Z,Excavator_1,Engine,Engine Speed,1787.97
11764,2024-08-11T03:22:02.066165Z,Excavator_1,Fuel,Water Fuel,1786.39
11765,2024-08-11T03:22:02.066165Z,Excavator_1,Fuel,Fuel Temperature,401.5
11766,2024-08-11T03:22:02.066165Z,Excavator_1,Fuel,Fuel Level,0.92
11767,2024-08-11T03:22:02.066165Z,Excavator_1,Fuel,Fuel Pressure,29.82
11768,2024-08-11T03:22:02.066165Z,Excavator_1,Drive,Brake Control,1.06
11769,2024-08-11T03:22:02.066165Z,Excavator_1,Drive,Pedal Sensor,12.32
11770,2024-08-11T03:22:02.066165Z,Excavator_1,Drive,Transmission Pressure,448.88
11771,2024-08-11T03:22:02.066165Z,Excavator_1,Misc,Air Filter Pressure Drop,14.43
11772,2024-08-11T03:22:02.066165Z,Excavator_1,Misc,System Voltage,3.49
11773,2024-08-11T03:22:02.066165Z,Excavator_1,Misc,Exhaust Gas Temperature,364.54
11774,2024-08-11T03:22:02.066165Z,Excavator_1,Misc,Hydraulic Pump Rate,124.29
11775,2024-08-11T03:22:02.066165Z,Articulated_Truck_1,Engine,Engine Oil Pressure,72.66
11776,2024-08-11T03:22:02.066165Z,Articulated_Truck_1,Engine,Engine Temperature,104.47
11777,2024-08-11T03:22:02.066165Z,Articulated_Truck_1,Engine,Engine Speed,1791.42
11778,2024-08-11T03:22:02.066165Z,Articulated_Truck_1,Fuel,Water Fuel,1784.07
11779,2024-08-11T03:22:02.066165Z,Articulated_Truck_1,Fuel,Fuel Temperature,401.35
11780,2024-08-11T03:22:02.066165Z,Articulated_Truck_1,Fuel,Fuel Level,0.92
11781,2024-08-11T03:22:02.066165Z,Articulated_Truck_1,Fuel,Fuel Pressure,29.92
11782,2024-08-11T03:22:02.066165Z,Articulated_Truck_1,Drive,Brake Control,1.04
11783,2024-08-11T03:22:02.066165Z,Articulated_Truck_1,Drive,Pedal Sensor,12.31
11784,2024-08-11T03:22:02.066165Z,Articulated_Truck_1,Drive,Transmission Pressure,448.13
11785,2024-08-11T03:22:02.066165Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,14.47
11786,2024-08-11T03:22:02.066165Z,Articulated_Truck_1,Misc,System Voltage,3.5
11787,2024-08-11T03:22:02.066165Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,364.44
11788,2024-08-11T03:22:02.066165Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,124.48
11789,2024-08-11T03:22:02.066165Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,72.58
11790,2024-08-11T03:22:02.066165Z,Backhoe_Loader_1,Engine,Engine Temperature,104.43
11791,2024-08-11T03:22:02.066165Z,Backhoe_Loader_1,Engine,Engine Speed,1794.22
11792,2024-08-11T03:22:02.066165Z,Backhoe_Loader_1,Fuel,Water Fuel,1786.13
11793,2024-08-11T03:22:02.066165Z,Backhoe_Loader_1,Fuel,Fuel Temperature,400.95
11794,2024-08-11T03:22:02.066165Z,Backhoe_Loader_1,Fuel,Fuel Level,0.98
11795,2024-08-11T03:22:02.066165Z,Backhoe_Loader_1,Fuel,Fuel Pressure,29.98
11796,2024-08-11T03:22:02.066165Z,Backhoe_Loader_1,Drive,Brake Control,1.03
11797,2024-08-11T03:22:02.066165Z,Backhoe_Loader_1,Drive,Pedal Sensor,12.3
11798,2024-08-11T03:22:02.066165Z,Backhoe_Loader_1,Drive,Transmission Pressure,447.75
11799,2024-08-11T03:22:02.066165Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,14.54
11800,2024-08-11T03:22:02.066165Z,Backhoe_Loader_1,Misc,System Voltage,3.5
11801,2024-08-11T03:22:02.066165Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,364.08
11802,2024-08-11T03:22:02.066165Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,124.92
11803,2024-08-11T03:22:02.066165Z,Dozer_1,Engine,Engine Oil Pressure,72.5
11804,2024-08-11T03:22:02.066165Z,Dozer_1,Engine,Engine Temperature,104.65
11805,2024-08-11T03:22:02.066165Z,Dozer_1,Engine,Engine Speed,1793.08
11806,2024-08-11T03:22:02.066165Z,Dozer_1,Fuel,Water Fuel,1785.36
11807,2024-08-11T03:22:02.066165Z,Dozer_1,Fuel,Fuel Temperature,400.85
11808,2024-08-11T03:22:02.066165Z,Dozer_1,Fuel,Fuel Level,1.06
11809,2024-08-11T03:22:02.066165Z,Dozer_1,Fuel,Fuel Pressure,30.08
11810,2024-08-11T03:22:02.066165Z,Dozer_1,Drive,Brake Control,1.04
11811,2024-08-11T03:22:02.066165Z,Dozer_1,Drive,Pedal Sensor,12.3
11812,2024-08-11T03:22:02.066165Z,Dozer_1,Drive,Transmission Pressure,448.52
11813,2024-08-11T03:22:02.066165Z,Dozer_1,Misc,Air Filter Pressure Drop,14.58
11814,2024-08-11T03:22:02.066165Z,Dozer_1,Misc,System Voltage,3.5
11815,2024-08-11T03:22:02.066165Z,Dozer_1,Misc,Exhaust Gas Temperature,364.34
11816,2024-08-11T03:22:02.066165Z,Dozer_1,Misc,Hydraulic Pump Rate,125.15
11817,2024-08-11T03:22:02.066165Z,Crawler_Loader_1,Engine,Engine Oil Pressure,72.49
11818,2024-08-11T03:22:02.066165Z,Crawler_Loader_1,Engine,Engine Temperature,104.63
11819,2024-08-11T03:22:02.066165Z,Crawler_Loader_1,Engine,Engine Speed,1792.2
11820,2024-08-11T03:22:02.066165Z,Crawler_Loader_1,Fuel,Water Fuel,1783.48
11821,2024-08-11T03:22:02.066165Z,Crawler_Loader_1,Fuel,Fuel Temperature,400.68
11822,2024-08-11T03:22:02.066165Z,Crawler_Loader_1,Fuel,Fuel Level,1.1
11823,2024-08-11T03:22:02.066165Z,Crawler_Loader_1,Fuel,Fuel Pressure,30.15
11824,2024-08-11T03:22:02.066165Z,Crawler_Loader_1,Drive,Brake Control,1.04
11825,2024-08-11T03:22:02.066165Z,Crawler_Loader_1,Drive,Pedal Sensor,12.29
11826,2024-08-11T03:22:02.066165Z,Crawler_Loader_1,Drive,Transmission Pressure,449.43
11827,2024-08-11T03:22:02.066165Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,14.65
11828,2024-08-11T03:22:02.066165Z,Crawler_Loader_1,Misc,System Voltage,3.51
11829,2024-08-11T03:22:02.066165Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,364.7
11830,2024-08-11T03:22:02.066165Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,124.36
11831,2024-08-11T03:22:03.070802Z,Excavator_1,Engine,Engine Oil Pressure,72.44
11832,2024-08-11T03:22:03.070802Z,Excavator_1,Engine,Engine Temperature,104.58
11833,2024-08-11T03:22:03.070802Z,Excavator_1,Engine,Engine Speed,1793.22
11834,2024-08-11T03:22:03.070802Z,Excavator_1,Fuel,Water Fuel,1784.03
11835,2024-08-11T03:22:03.070802Z,Excavator_1,Fuel,Fuel Temperature,400.27
11836,2024-08-11T03:22:03.070802Z,Excavator_1,Fuel,Fuel Level,1.08
11837,2024-08-11T03:22:03.070802Z,Excavator_1,Fuel,Fuel Pressure,30.15
11838,2024-08-11T03:22:03.070802Z,Excavator_1,Drive,Brake Control,1.01
11839,2024-08-11T03:22:03.070802Z,Excavator_1,Drive,Pedal Sensor,12.29
11840,2024-08-11T03:22:03.070802Z,Excavator_1,Drive,Transmission Pressure,448.78
11841,2024-08-11T03:22:03.070802Z,Excavator_1,Misc,Air Filter Pressure Drop,14.68
11842,2024-08-11T03:22:03.070802Z,Excavator_1,Misc,System Voltage,3.52
11843,2024-08-11T03:22:03.070802Z,Excavator_1,Misc,Exhaust Gas Temperature,364.61
11844,2024-08-11T03:22:03.070802Z,Excavator_1,Misc,Hydraulic Pump Rate,124.58
11845,2024-08-11T03:22:03.070802Z,Articulated_Truck_1,Engine,Engine Oil Pressure,72.39
11846,2024-08-11T03:22:03.070802Z,Articulated_Truck_1,Engine,Engine Temperature,104.42
11847,2024-08-11T03:22:03.070802Z,Articulated_Truck_1,Engine,Engine Speed,1792.78
11848,2024-08-11T03:22:03.070802Z,Articulated_Truck_1,Fuel,Water Fuel,1784.63
11849,2024-08-11T03:22:03.070802Z,Articulated_Truck_1,Fuel,Fuel Temperature,399.79
11850,2024-08-11T03:22:03.070802Z,Articulated_Truck_1,Fuel,Fuel Level,1.12
11851,2024-08-11T03:22:03.070802Z,Articulated_Truck_1,Fuel,Fuel Pressure,30.2
11852,2024-08-11T03:22:03.070802Z,Articulated_Truck_1,Drive,Brake Control,1.0
11853,2024-08-11T03:22:03.070802Z,Articulated_Truck_1,Drive,Pedal Sensor,12.29
11854,2024-08-11T03:22:03.070802Z,Articulated_Truck_1,Drive,Transmission Pressure,448.22
11855,2024-08-11T03:22:03.070802Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,14.7
11856,2024-08-11T03:22:03.070802Z,Articulated_Truck_1,Misc,System Voltage,3.52
11857,2024-08-11T03:22:03.070802Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,364.53
11858,2024-08-11T03:22:03.070802Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,124.09
11859,2024-08-11T03:22:03.070802Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,72.32
11860,2024-08-11T03:22:03.070802Z,Backhoe_Loader_1,Engine,Engine Temperature,104.45
11861,2024-08-11T03:22:03.070802Z,Backhoe_Loader_1,Engine,Engine Speed,1796.72
11862,2024-08-11T03:22:03.070802Z,Backhoe_Loader_1,Fuel,Water Fuel,1782.79
11863,2024-08-11T03:22:03.070802Z,Backhoe_Loader_1,Fuel,Fuel Temperature,399.73
11864,2024-08-11T03:22:03.070802Z,Backhoe_Loader_1,Fuel,Fuel Level,1.08
11865,2024-08-11T03:22:03.070802Z,Backhoe_Loader_1,Fuel,Fuel Pressure,30.24
11866,2024-08-11T03:22:03.070802Z,Backhoe_Loader_1,Drive,Brake Control,1.0
11867,2024-08-11T03:22:03.070802Z,Backhoe_Loader_1,Drive,Pedal Sensor,12.29
11868,2024-08-11T03:22:03.070802Z,Backhoe_Loader_1,Drive,Transmission Pressure,448.6
